,hotel,urls,reviewer,review_overall,title,text,ReviewerValue,ReviewerLocation,ReviewerService,ReviewerRooms,ReviewerCleanliness,ReviewerSleepQuality,Date of Stay,Trip Type,Contributions,Helpful Vote
2699,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2695-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Jobe2012 ,5.0,Hot Spot Cool Decor Scores Big,"Whoa, we hit the jack pot on this one. I've been a Hilton Honors member for a few years now and I decided to go Hilton this time for our last minute stay in downtown Chicago. The chain knocked this one out of the ball park. Here's why: the hotel is in the best location ever. It's on the river, walking distance to everything downtown- Michigan Avenue shopping, the Purple Pig (more on that in another review), the river walk, even Navy Pier and Andy's jazz club...And here's what I loved the most about it: the decor is super design oriented - rooms and lobby are beautifully designed with great attention to detail-  beds are super comfortable- sheets are crisp- the tile design in the bathroom is gorgeous. Hexagon slate colored ceramic tile with lots of amenities and glass and polished dark wood...Clean, high end, with outstanding views of the river and Chicago sky scrapers, all integrated within the bones of a beautiful old hallowed Chicagoan building. I felt like Ferris on his day off even though I'm a girl! Here's what you need to know though. My kids are teenagers. This isn't a place for the littles. There is an on trend bar on the roof top which sports amazing city light views. You are on top of the world here, nestled amongst the colored lights of the adjacent skyscrapers with movers and shakers. Our first night my husband and I took the digital elevator ride (don't even ask or this will ruin the fun- It felt like Charlie and the Chocolate Factory in a very bad way) up to the top and we had a romantic nanosecond under the summer skies while we left our moron kids to duke it out in the room. But the next night when we returned, there was a line to the elevator replete with arm crossed bouncers and a gal with a clipboard asking if we were on the list. I'm just saying! Turns out (from an adorable girl at Nordstrom's) - London House is the new night time hot spot in downtown Chicago. Oh, and one last thing: if you happen to have a car, which is ill advised in downtown Chicago under any circumstances- but we did - please know that parking is $70 per night. Sticker shock at first - but parking is in and out all day so it was what it was, as we needed a car for our stay.  Valets were very accommodating- apart from one I wanted to punch in the mouth. Ha! Overall, gorgeous new property. Well done Hilton 'Curio Collection' whatever that means - curious? We had a great stay.",,,,,,,June 2016,Traveled with family,14,9.0
2700,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2700-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Annette K ,5.0,Great hotel and location! Exceeded our expectations!!!,"This was our first time trying Hilton's Curio collection. It surpassed our expectations!! We arrived around 10am and asked if our room was ready (knowing that we arrived early for check-in but hoping the room was available). Bryan at the front desk was amazing!  He upgraded us to a suite since it was our anniversary and let us check in early!  The room was beautiful and spacious!!!!  When we came back to our room from exploring the city, Bryan had chocolate covered strawberries waiting in our room!!!!  The room had a nespresso coffee machine which I loved since I have a machine at home!  The amenities and the continental breakfast were great!!!!  We had a very nice view of Wacker St from the window we were sitting next too at breakfast!! My husband and I will definitely be returning to this hotel!!!! This has been our favorite Hilton brand hotel so far!!!",,,,,,,July 2016,,1,
2701,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2700-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,J.C. ,5.0,Great experience @ LH Chicago,"LondonHouse chicago did not disappoint!! It's a New Chicago hotel with Great views of the Chicago River & old Chicago Architecture.  My wife & I recently stayed for our BDays in July. The staff was extremely friendly & accommodating from Front Door to the Roof top!!The Concierge Jose helped w/ our Dinner reservation at Mastros which did not disappoint and accommodated us with a table for drinks on the 22nd floor, which had exceptional views.  On the 22nd floor we were greeted by a Gentleman named Cruz which gave us a small tour of the roof top & made us feel at home.  The Rooms were nice w/ an amazing view & the most comfortable Beds. Slept like a baby!!In conclusion , I would definitely recommend this place if you would like to enjoy a fun relaxing time in chicago!!!",,,,,,,July 2016,Traveled as a couple,3,1.0
2702,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2700-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Allie R ,5.0,Anniversary,What a wonderful experience!!! I've stayed at many hotels in Chicago but this hotel is definitely top notch!  The views are unbelievable! We showed up at the lounge and had not made a reservation.  We spoke to one of the staff members and explained our dilemma. They introduced us to Leonidas Fronimos and we explained to him our dilemma again. He was attentive and accommodating.  He was able to get us a table and made sure to have staff bring us our drinks quickly.  We were so grateful for his accommodations. Through out the night he checked in on us. Before we left he asked us for our contact information and if there was anything else he can be of assistance during our trip.  We thanked him and said he had already gone above and beyond.  I didn't expect much but a few days later we received an email from Leonidas.  He asked about our trip and invited us back when we were in Chicago again.  The hotel and staff are excellent. Thank you Leonidas for making our trip super special and memorable!!,,,5.0,5.0,,5.0,July 2016,Traveled as a couple,1,
2703,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2700-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,tiffypics ,3.0,"Perfect Location, the rest is average","Spent 3 nights here with extended family. The hotel is beautiful, clean & new.  The rooms are average sized & the beds are comfortable. The light switches are buttons & there is a master switch, it takes a little getting used  to. The closet is small, but it has a safe. There are drawers under the beds for storage. Nespresso Coffee Maker & mini fridge are in all the rooms.  The river view is beautiful!The staff at this hotel is okay. Not friendly, but pleasant enough to be polite. We were given misinformation by the front desk twice just after our arrival, so we were not confident about their knowledge of the hotel & it's operation.   Hotel guests are given priority access to the rooftop bar. If you plan to go up, I recommend a reservation. It is a small space with a nice view, but not worth waiting in line. The breakfast is weird. Fruit, (small cups of diced cantaloupe & honeydew melon), bananas, yogurt, muffins & made to order omelettes  are all included in the breakfast, but you have to pay extra for toast.  Toast.  $3.50",,,,,,,July 2016,Traveled with family,569,74.0
2704,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2700-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Kristi G ,5.0,Beautiful room & Excellent service,"I have stayed at many hotels and boutique hotels in Chicago and this is one of my favorites by far!  I had checked in digitally via Hikton app and my room wasn't ready at 4pm as promised. They were awesome and gave my date and I complimentary drinks of choice while we waited which was over 60.00 for 4 drinks and complimentary breakfast for two! I had selected the king vista suite and was highly impressed!  The view from floor to ceiling Windows was amazing and an excellent choice! Our room overlooked the canals on Wacker and Trump towers. The bed and pillows were very comfortable and provided a good nights rest. The room was clean, furnished well and the bathroom was spacious with a huge walk in shower. Though I enjoyed the toiletries I do wish they would have been less fragrant or more non gender.. They smelled like the men's cologne Farenheight.  Though I love that cologne.. I didn't want to smell like it. Other than that it was a perfect stay!  The front seat also chewed my phone for me since my charger wasn't working. The service received went above and beyond my expectations!",,,,,,,July 2016,Traveled as a couple,31,12.0
2705,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2705-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Bill F ,5.0,"Very Good, A solid 4.75 stars","Everything was very nice, Service/Staff was on par with a 5 star hotel. Breakfast was a little thin Muffins and Omelets. My room was new and very nice with a great view of the river, it was just a little on small size.  The size of rooms and lack of common areas keep this from being a 5 star property. Don't misunderstand my review, This is a Very Good Hotel!!",5.0,5.0,5.0,5.0,5.0,5.0,July 2016,Traveled on business,204,36.0
2706,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2705-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Bill S ,5.0,Very Nice,"I recently spent a few days at the LondonHouse Chicago during a business trip. The hotel is new and clearly working hard to make a name for itself as a solid choice in Chicago's Loop/Miracle Mile area. I was really impressed during my stay.My room was well appointed and very comfortable. The Internet connection was not what I'd call ""blazing fast"" - if you want to stream content or need to upload/download large files, it's worth the upgrade. The TV was surprisingly large and reception very clear (although being in the heart of downtown I doubt you'll spend much time watching TV).The rooftop bar is really nice and seems pretty popular. The only concern I had is the breakfast service. It is held in the lobby bar area, which is quite small (and loud), and doesn't really offer much comfortable seating for diners. There was a very limited selection of foods - an omelette station, a few bread items, and that was about it. The breakfast was definitely not worth the price.That being said, though, everything else about my stay was excellent and if the pricing remains competitive I'll certain keep the LondonHouse on my shortlist of places to stay when in Chicago.",,,,,,,July 2016,Traveled on business,156,75.0
2707,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2705-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,bilal s ,5.0,Chicago at the LH,"Brand new hotel, great location u can walk to both main Chicago attractions....Navy Pier and Michigan Ave, also activity on the river which the hotel overlooks, have got to do Kayaking on the river, it's a lot of fun",5.0,5.0,5.0,5.0,5.0,5.0,July 2016,Traveled with family,4,
2708,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2705-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Maria L ,2.0,Disappointed,"As I diamond member, I travel Hilton hotels quite often. I was very disappointed when I stayed at LondonHouse. I wish I had stayed at theWit hotel instead. When I first arrived, I had to wait in a 20 min line to check in. I was never greeted as diamond member. In fact, there was no acknowledgement (No water, no note thanking me for being a guest at the hotel).  The rooms are very small!! It is very difficult to get a seat for breakfast. It was impossible to get up to the roof and restaurant on 21st floor. Every time we tried to take the elevator, it was packed and couldn't get on. The location is great though.",3.0,,3.0,,5.0,,July 2016,Traveled as a couple,8,18.0
2709,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2705-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Joshua M ,5.0,Great luxury hotel in the heart of Chicago!,"Londonhouse is a brand new hotel right in downtown Chicago.  Let me start by saying that the room rate we got was quite inexpensive so the normal room rates may be higher.  But nevertheless, this hotel is pretty amazing.  The room has everything you could possibly need and the staff are extremely accommodating.  The room is virtually brand new and extremely clean and updated.  We stayed in a corner suite that had a long hallway so it felt as if we had our own apartment.  The rooftop bar has great views and the drinks were good (yet pricy).  Overall this is a hotel you never want to leave.",,,,,,,July 2016,Traveled as a couple,27,21.0
2710,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2710-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Debashri S ,3.0,"Great property, Lousy service for the price","We upgraded our room with points and our check-in process was good. I was welcomed as a Diamond member. It was a beautiful room overlooking the river. However, the service aspect of this hotel is weirdly lacking. They charge you 71 Dollars for a Valet and what you get is attitude from the Valet service and the hotel employees. They won't even respond to questions about when the car can be requested (I was told 15 minutes. It's going on to 40 minutes now. No sign of our car yet! Awesome, right? Just what you expect from a hotel you just paid 600 Dollars to!)The free breakfast is so ridiculous, that they don't even have toast or any kind of meat - just some cold pastry, fruits, jam and coffee. Oh! And omlette. I always associated that with toast... Nevermind, I guess! Another weird experience happened when I called to ask where I could find our breakfast (because I wasn't informed about it at check-in), the lady who answered kept going on and on about how free breakfast was only for Gold and Diamond members. This was after I mentioned that I had coupons for breakfast. What was she trying to imply? That I was trying to score a free breakfast sneakily?Amazing how the best situated, most glitzy hotel can ruin your experience with bad service.",,,,,,,July 2016,Traveled as a couple,118,35.0
2711,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2710-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Sarang P ,5.0,Room with a view,"Amazing views throughout hotel. Incredible service at both hotel and rooftop!  Especially Jennifer, Chanel and Leo who went out of their way to make our experience special.  Close to everything right on the chicago River and Michigan avenue!",,,,,,,July 2016,Traveled as a couple,9,8.0
2712,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2710-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,LOB16 ,5.0,Perfect,"Im pretty picky or shall I say, candid?  This place was perfect though.  The location was wonderful, right on the river and central to Michigan Ave. shopping, theaters, the Art Museum and restaurants.  Some rooms have a breathtaking view.  My room (corner studio) had a nice view of the river and the the room rate was modest.  Higher rate= better view I assume. Never mind though, because the roof top bar is amazing!  Also, the rooms have a Nespresso with pods (nice touch!!) - just like home! Ahhh.  The bed is comfortable, the bathroom lovely, all is clean.  I had to wait a bit for my room and was rewarded with a complimentary continental breakfast (omelet, pastries, yogurt, fruit). The only thing that was not perfect was the wait for my car (valet) - it did take some time, probably 15-20 minutes?? But I was told that parking is across the river and under another building.  Anyway, it was not a big deal as the staff were all very friendly and accommodating.  I would definitely stay here again.",,5.0,4.0,,,4.0,July 2016,Traveled solo,132,75.0
2713,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2710-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Milton S ,4.0,Taste of Chicago,Very nice hotel. Bathrooms were  outstanding.excellent location. We took train to Chicago for my hometown to attend taste of Chicago and do the architectural river tour. Beautiful view of the city from the top of the London house. Please note there is a dress code after eight o'clock.,3.0,5.0,5.0,4.0,4.0,4.0,July 2016,Traveled with family,1,
2714,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2710-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Experience617598 ,5.0,Great service ,"Great place to stay!!! Came in for 1 night, and we will defiantly be back. Everyone from the Valet, Bellhop, to check-in to check-out. Awesome!!! Rooftop bar a must visit, great cocktails, and the scenery beautiful! The rooms are very clean, and the bed was cozy. A shout out to Miguel Perez & all the gentlemen for making it very welcoming.",,,,,,,July 2016,Traveled as a couple,5,
2715,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2715-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,715caryt ,5.0,Great addition to Chicago hotel scene,"This new Curio by Hilton hotel is a great find and definitely a step above most other hotels in the immediate area. Nice clean spacious room, great Chicago river views and a killer rooftop bar. Will definitely go back soon.",4.0,5.0,5.0,4.0,5.0,4.0,July 2016,Traveled on business,1,
2716,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2715-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,D6191CLdavidk ,4.0,Great new Chicago Hotel,"Just opened 6 weeks when I arrived. Great location on one of the canals. Very modern , chic décor. Staff were excellent . Just watch out if you have to park a car...$71 valet per night and no self park option",4.0,5.0,5.0,4.0,5.0,4.0,July 2016,Traveled on business,1,
2717,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2715-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Italy with Bella ,5.0,Top notch find.. and great prices.. Love this hotel,"This hotel is two months old and I must say one of my favorites. Soooo glad its a Hilton property. The service is spot on and fabulous, the room I had was great. (I had 19th flow looking over the river. , The bar scene is great and love the way they have breakfast set up. Just a wonderful hotel.. Look forward to going back.",,5.0,5.0,,5.0,,July 2016,Traveled on business,2707,799.0
2718,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2715-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Michelle C ,4.0,"Beautiful rooms, lobby and best roof top",Enjoyed this new hotel. Elevators were confusing at first but soon figured out. Rooftop food was fabulous but u couldn't order room service from there nor bring drinks to your room.  Rooms were well appointed.,4.0,5.0,4.0,5.0,5.0,4.0,July 2016,Traveled with friends,2,1.0
2719,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2715-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,LeensGriff ,5.0,"Perfect location, friendly staff!","My husband and I wanted to spend a fun summer night in the city. We chose the LondonHouse  based on the great reviews we read.  And we are so glad we did! First of all, the location is perfect.  It is in the heart of everything.  We were able to walk everywhere we wanted to go. Second, the staff was so friendly. Every single person we encountered smiled and greeted us.  Third, the hotel itself is just beautiful.  Everything is new and fresh. The room was perfect.  We really liked the empty fridge for drinks and leftovers. The bed was extremely comfortable. The room was a great temperature. We had drinks at the lobby bar and the view of the river was wonderful.  We didn't have reservations for the rooftop bar, so we went to the 21st floor and enjoyed the amazing views from a small outside terrace.  We walked through a small room with a temporary bar set up in order to get outside. Not sure if it was a private event we walked through or if it was an overflow room for those who couldn't get on the rooftop.  But no one seemed to mind.  LondonHouse is a unique hotel in a wonderful location.  The friendly, helpful staff help set it apart from the many other hotels we have stayed.",,,,,,,June 2016,Traveled as a couple,5,
2720,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2720-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,NancyBB17 ,4.0,"Nice, new hotel in convenient location","Spent the weekend before July 4th with friends from California. We were both upgraded because of my Hilton status and the fact that we were celebrating my husband's 50th birthday. The hotel delivered chocolate covered strawberries and a nice birthday note the first night. The hotel was quiet even though it is on the corner of Michigan and Wacker. It was convenient to transportation and activities. We had breakfast at the hotel. Coffee was warm, not hot. Selection was fine. Nothing special. The staff was very friendly. Hard to get to the rooftop to have a drink before dinner. We stopped after dinner and could go to the top but their were no tables to sit. Nice view. Workout room was clean and well-equipped.",,,4.0,,5.0,5.0,July 2016,Traveled as a couple,18,21.0
2721,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2720-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Donnie3217 ,3.0,Lacking in amenities,They bill themselves as a luxury hotel but in my opinion they fall a bit short I stayed in a suite for one night and I'll admit it was well appointed it had an amazing view of the river the room was small but that's quite typical for Downtown Chicago where I feel they fall short is some of the amenities and services the hotel offers sort of for example I checked in Sunday afternoon and the spa was closed no way to get ahold of anybody I actually walked to the area twice and both times the door was locked and the lights were out I don't think you should advertise that you offer spa services if you don't actually offer them and the other issue was the fitness center I've seemed larger fitness centers at roadside Hampton Inns no locker rooms no steam room I considered ordering room service but their entire room service menu breakfast lunch and dinner would fit on a 4 by 6 note card and then there's the parking at $71 even for Downtown Chicago definitely outrageous and whether you're parking your car or just being dropped off it's such a mess I witnessed multiple guest  being dropped off three cars deep out of the middle of the road there was no way for the cab to get any closer during my stay you also had issues with the elevator resulting in only one elevator working and saying that it was working is definitely a matter of opinion as people were forced to get off on the wrong floor and use the stairs to get to their floor and although the hotel sent out a letter explaining that it was just a small minor hiccup it was more than that and went on for quite some time. There was also a couple housekeeping issues in the bathroom the hotel is new and that's the reason I gave it as many stars as I did I feel like maybe they're still working out the Kinks I did bring up some of these issues to the hotel they did respond but they definitely didn't go out of their way to make anything right it's not a bad Hotel by any means but I feel like it is lacking and both amenities and service hopefully they can improve these things in time.,,,,,,,July 2016,Traveled solo,428,153.0
2722,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2720-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,CorMegBethsmom ,5.0,Road trip 2016,"What an extraordinary hotel!  It's new and everything is fresh. Comfortable beds, Nespresso in the room, quiet for sleeping. Love this place especially the staff. Everyone is friendly, helpful, and accommodating. One of the best hotels we've stayed at. If we're ever back in Chicago, this is my first choice for accommodations. Oh! And the rooftop lounge should not be missed.  Stunning views. And the small plates selections are interesting. We loved the cheese bread. If you do go, be prepared for the attire of the patrons--on the dressier side, especially the ladies 😀.",,,,,,,July 2016,Traveled as a couple,52,18.0
2723,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2720-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Lina E ,5.0,Fabulous New Hotel in Downtown Chicago,"I work in downtown Chicago and currently I am hosting a three day corporate meeting at the LondonHouse.  This new hotel opened in Spring 2016.  The hotel is not a big convention hotel nor would I consider it a boutique hotel....it is somewhere in the middle.  However I must say the hotel looks fabulous.  If you prefer a more contemporary design, this is your kind of hotel.  I stayed overnight and the standard king room is modern, elegant and clean.  The bed was amazingly comfortable.  The room was equipped with a 55-inch HDTV and walk-in shower with floor to ceiling marble.  The meeting rooms are nice.  The food served for breakfast and lunch during the meeting was delicious!  It is a little on the pricey side but you do get what you pay for.  Best of all, the service at the hotel is impeccable.  Special thanks to Sini and Justin for their top-notch, friendly service.  I highly recommend this hotel for business and pleasure.",,,5.0,5.0,5.0,,July 2016,Traveled on business,44,8.0
2724,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2720-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,travelpam33 ,5.0,Great stay!,"Heading to Chicago for a getaway night in the city and selected LondonHouse as our hotel.  We knew ahead of time that getting to the rooftop bar would be next to impossible (due to the popularity of it) so we didn't go with that expectation.  We arrived around 3pm and were able to check in to our room.  We didn't even ask about the rooftop as we heard the desk tell another guest it was sold out (again it wasn't part of our plan).  No big deal for us, so we heading to the room to see what it was like.  We loved the room.  A little on the small side, but had everything we needed.  Also like the decor in the room.  We looked out over the Chicago River which was very nice.  Bathroom was fine for it intended purpose and bathroom amenities were very nice.  The room has a large TV with many options for channels, a mini fridge and a desk.  The closet contained robes and slippers.  Next we headed to the lobby for an adult beverage and to catch some of the match.  Service was quick and friendly and prices were on par for Chicago hotel lobby drinks (a little pricey, but we were only there for one...)The location is fantastic.  You are close to the Riverwalk, steps from Michigan Ave and close to many attractions.  After exploring the city, we returned to the hotel for a night cap.  The lobby bar is small, but still had plenty of seating for the ""late crowd"".  Our bartender was very helpful and recommended a few drinks.  We were ready to pay the bill but the point of service system had crashed and our bartender had to do everything by hand.  He apologized for the dealy and offered comp breakfast for our troubles.  We thought that was extremely nice.  In the morning we attend breakfast (back in the lobby bar).  It did seem a bit unorganized and hard to find a table (again - small bar area).  People were sure where to sit or how to get service, but it all seemed to work out.  The fresh omelets were a nice way to end the trip.Overall extremely satisfied with our stay.  Great decor, clean rooms, friendly and helpful stay and superb location.  We will definitely stay here again!",,,5.0,5.0,,5.0,July 2016,Traveled as a couple,103,44.0
2725,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2725-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,AugustBDayTripster ,4.0,Excellent location and roomy,"I used Hilton points to get a great rate and booked a double room with 2 queen beds for a day/night in the city with a friend. It was spacious and attractive, with a nice bath with walk in, oversized shower. The interior is decorated like in a ""Euro-chic"" but on the dark side, with no light over the coffee bar. I had to call down to housekeeping to get someone to demo the Nespresso machine -- no instructions could be found, and who knew that the coffee pod goes in sideways? Staff is nice; there's a convenient Corner Bakery right outside the front door, so you can grab some breakfast and head north or south on Michigan Avenue. (There are also restaurants within the hotel.) The location can't be beat. Lots of siren traffic at that intersection, so ask for a higher room on the interior if city noise disturbs your sleep.  Some housekeeping wrinkles could be ironed out -- a used bandaid was on our floor, and there was only one, not two, bathrobes stocked in the closet for a double room. I recommend installing a few more hooks for towels and cosmetic kits in the bathroom.  That aside, I'd gladly stay there again. Accessible from O'Hare on the El, if you don't want to get stuck  interminably in traffic and you are not hauling huge luggage.",,,,,,,June 2016,,89,35.0
2726,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2725-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Charles M ,2.0,Bad Attitude and Lousy Room,"I booked through a third party booking service and got a tiny room with an interior courtyard view.  I got the feeling that the hotel purposely put me in a lousy room because I had paid less, even though the hotel clearly wasn't sold out.  The attitude of the all the staff at the rooftop bar / restaurant was terrible, even when I stated I was a hotel guest.  Even though several tables were open, I was told I was welcome to stand at the full bar and wait for one of the high tops to open up.",3.0,4.0,3.0,1.0,5.0,4.0,July 2016,Traveled on business,1,
2727,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2725-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Oscar Y ,5.0,Weekend getaway,"Amazing hotel, everyone was so helpful. The rooftop bar on the 21st great  and the food was wonderful. Great location...views overlooking the Chicago river. Walking distance to Michigan Ave and Millennium Park.",5.0,5.0,5.0,5.0,5.0,5.0,July 2016,Traveled as a couple,2,1.0
2728,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2725-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,DebClaw ,4.0,Nice Business Stay,"Stayed at the hotel for 8 days shortly after it opened and there were some kinks that were being worked out, especially the elevators.  There is a bank of six and it seemed only one was working.  A lot of guests were frustrated as they would wait 10 mins for one that was empty.  What also led to the elevator frustration is that the staff was using the same ones as guests and after waiting a long time, the elevator arrive only to be crowded with staff and their equipment, and thus the wait continued.  Hopefully, this has been resolved by now.  The room, 1717, was nice and comfortable and I had a nice view of the river, and Trump Hotel.  The only aggravation I had with the room was a flapping noise that I would occasionally hear form the bathroom vent.  While the location was convenient, be aware that you will hear emergency vehicle sirens somewhat frequently.",4.0,,4.0,5.0,,,June 2016,Traveled on business,21,9.0
2729,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2725-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Vanessa B ,5.0,Sexy hotel in a great location,"My husband and I decided to take a stay cation over 4th of July weekend to see a concert and be touristy.  A 5 minute cab ride from Union Station, smooth, fast check in and delicious bloody mary's in the lobby bar where we could people watch out the expansive windows.  The property is brand new and looks like it. We had a regular room with a king bed. The room was uber luxurious with stunning views of the river and the lake.  The room comes equipped with a Nespresso coffee maker and you can sip delicious coffee while lounging on the ultra comfy bed. We stayed for 2 days and slept like the dead.  The bathroom was huge and also had great views from the window - there is a shade to pull down! The toiletries provided smelled delicious.  We ordered breakfast one morning from room service, prompt and delicious. Now for the LH Rooftop - WOW! Gorgeous views. You must make a reservation online for a table, it's not that large up there.  Drinks were delicious - an Old Fashioned and Gin & Tonics were $16 each - typical for what you will pay on city rooftops. The food was foodie food - delicious and small bites. Try the duck fat truffle fries! All in all we had a great weekend and will stay again. The location cannot be beat, around the corner from Michigan Ave, walk across the street to enjoy the Riverwalk and various boat rides. The staff was courteous and accommodating.",5.0,,5.0,5.0,,,July 2016,Traveled as a couple,18,7.0
2730,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or2730-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Imafoodie2 ,5.0,Incredible Rooftop Lounge,"The room was lovely, great design with the space, rooftop bar was fabulous.  Make sure you make a reservation if you want a seat.  If you are not staying at the hotel there will be a line to wait in, guests though get express line.",4.0,5.0,5.0,5.0,5.0,5.0,July 2016,Traveled with family,46,11.0
